symbol,name,isin,sector,industry,country,exchange
EIX,Edison International,US2810201077,Utilities,Utilities—Regulated Electric,United States,NYQ
EJFA,EJF Acquisition Corp.,KYG2955B1095,Financial Services,Shell Companies,United States,NCM
EJFAU,EJF Acquisition Corp.,KYG2955B1178,Financial Services,Shell Companies,United States,NCM
EJH,E-Home Household Service Holdin,KYG2952X1043,Industrials,Specialty Business Services,China,NCM
EKSO,"Ekso Bionics Holdings, Inc.",US2826443010,Healthcare,Medical Instruments & Supplies,United States,NCM
EL,"Estee Lauder Companies, Inc. (T",US5184391044,Consumer Defensive,Household & Personal Products,United States,NYQ
EL.PA,ESSILORLUXOTTICA,-,Healthcare,Medical Instruments & Supplies,France,PAR
ELDN,"Eledon Pharmaceuticals, Inc.",-,Healthcare,Biotechnology,United States,NCM
ELEV,"Elevation Oncology, Inc.",US28623U1016,Healthcare,Biotechnology,United States,NMS
ELMS,"Electric Last Mile Solutions, I",US28489L1044,Consumer Cyclical,Auto Manufacturers,United States,NMS
ELOX,"Eloxx Pharmaceuticals, Inc.",US29014R1032,Healthcare,Biotechnology,United States,NGM
ELP,Companhia Paranaense de Energia,BRCPLEACNPB9,Utilities,Utilities—Diversified,Brazil,NYQ
ELSE,"Electro-Sensors, Inc.",US2852331022,Technology,Scientific & Technical Instruments,United States,NCM
ELTK,Eltek Ltd.,IL0010828411,Technology,Electronic Components,Israel,NCM
ELYM,"Eliem Therapeutics, Inc",US28658R1068,Healthcare,Biotechnology,United States,NGM
ELYS,"Elys Game Technology, Corp.",US2907341026,Consumer Cyclical,Gambling,Canada,NCM
EM,Smart Share Global Limited,US83193E1029,Consumer Cyclical,Personal Services,China,NMS
EMBK,"Embark Technology, Inc.",-,Technology,Software—Application,United States,NGM
EMCF,Emclaire Financial Corp,US2908281023,Financial Services,Banks—Regional,United States,NCM
EMD,Western Asset Emerging Markets,-,Financial Services,Asset Management,United States,NYQ
EMKR,EMCORE Corporation,US2908462037,Technology,Semiconductors,United States,NGM
EML,Eastern Company (The),US2763171046,Industrials,Tools & Accessories,United States,NGM
EMLDU,FTAC Emerald Acquisition Corp.,-,Financial Services,Shell Companies,United States,NGM
EMN,Eastman Chemical Company,US2774321002,Basic Materials,Chemicals,United States,NYQ
EMR,Emerson Electric Company,US2910111044,Industrials,Specialty Industrial Machinery,United States,NYQ
EN.PA,BOUYGUES,FR0014006U75,Industrials,Engineering & Construction,France,PAR
ENDP,Endo International plc,IE00BJ3V9050,Healthcare,Drug Manufacturers—Specialty & Generic,Ireland,NMS
ENER,Accretion Acquisition Corp.,US00438Y1073,Financial Services,Shell Companies,United States,NGM
ENERR,Accretion Acquisition Corp.,-,,,United States,NGM
ENERU,Accretion Acquisition Corp.,US00438Y2063,Financial Services,Shell Companies,United States,NGM
ENERW,Accretion Acquisition Corp. Warrant,-,Financial Services,Shell Companies,United States,NGM
ENG,ENGlobal Corporation,US2933061069,Industrials,Engineering & Construction,United States,NCM
ENGI.PA,ENGIE,FR0013215407,Utilities,Utilities—Diversified,France,PAR
ENJY,"Enjoy Technology, Inc.",US29335V1061,Consumer Cyclical,Specialty Retail,United States,NGM
ENLV,Enlivex Therapeutics Ltd.,-,Healthcare,Biotechnology,Israel,NCM
ENNV,ECP Environmental Growth Opport,US26829T1007,Financial Services,Shell Companies,United States,NCM
ENNVU,ECP Environmental Growth Opport,US26829T2096,Financial Services,Shell Companies,United States,NCM
ENOB,"Enochian Biosciences, Inc.",US29350E1047,Healthcare,Biotechnology,United States,NCM
ENPH,"Enphase Energy, Inc.",US29355A1079,Technology,Solar,United States,NGM
ENR.DE,SIEMENS ENERGY AG NA O.N.,-,Utilities,Utilities—Independent Power Producers,Germany,GER
ENSC,"Ensysce Biosciences, Inc.",US2936021086,Healthcare,Biotechnology,United States,NCM
ENSG,"The Ensign Group, Inc.",US29358P1012,Healthcare,Medical Care Facilities,United States,NMS
ENTA,"Enanta Pharmaceuticals, Inc.",US29251M1062,Healthcare,Biotechnology,United States,NMS
ENTF,Enterprise 4.0 Technology Acqui,KYG3137C1069,Financial Services,Shell Companies,United States,NGM
ENTFU,Enterprise 4.0 Technology Acqui,KYG3137C1226,Financial Services,Shell Companies,United States,NGM
ENTFW,Enterprise 4.0 Technology Acquisition Corp. Warrant,-,Financial Services,Shell Companies,United States,NGM
ENTG,"Entegris, Inc.",US29362U1043,Technology,Semiconductor Equipment & Materials,United States,NMS
ENTX,Entera Bio Ltd.,IL0011429839,Healthcare,Biotechnology,Israel,NCM
ENVB,"Enveric Biosciences, Inc.",-,Healthcare,Biotechnology,United States,NCM
ENVI,Environmental Impact Acquisitio,US29408N1063,Financial Services,Shell Companies,United States,NCM
ENVIU,Environmental Impact Acquisitio,US29408N2053,Financial Services,Shell Companies,United States,NCM
ENVX,Enovix Corporation,-,Industrials,Electrical Equipment & Parts,United States,NMS
ENX,19801,-,Financial Services,Asset Management,United States,NYQ
EOAN.DE,E.ON SE,DE000A2P4HL9,Utilities,Utilities—Diversified,Germany,GER
EOG,"EOG Resources, Inc.",US26875P1012,Energy,Oil & Gas E&P,United States,NYQ
EOLS,"Evolus, Inc. Common Stock",US30052C1071,Healthcare,Drug Manufacturers—Specialty & Generic,United States,NGM
EOS,Eaton Vance Enhance Equity Inco,-,Financial Services,Asset Management,United States,NYQ
EOSE,"Eos Energy Enterprises, Inc.",US29415C1018,Industrials,Electrical Equipment & Parts,United States,NCM
EPAM,"EPAM Systems, Inc.",US29414B1044,Technology,Information Technology Services,United States,NYQ
EPAY,"Bottomline Technologies, Inc.",US1013881065,Technology,Software—Infrastructure,United States,NMS
EPHY,Epiphany Technology Acquisition,US29429X1090,Financial Services,Shell Companies,United States,NCM
EPHYU,Epiphany Technology Acquisition,US29429X2080,Financial Services,Shell Companies,United States,NCM
EPIX,ESSA Pharma Inc.,CA29668H7085,Healthcare,Biotechnology,Canada,NCM
EPSN,Epsilon Energy Ltd.,CA2943752097,Energy,Oil & Gas E&P,United States,NGM
EPZM,"Epizyme, Inc.",US29428V1044,Healthcare,Biotechnology,United States,NMS
EQ,"Equillium, Inc.",US29446K1060,Healthcare,Biotechnology,United States,NGM
EQBK,"Equity Bancshares, Inc.",US29460X1090,Financial Services,Banks—Regional,United States,NMS
EQIX,"Equinix, Inc.",US29444U7000,Real Estate,REIT—Specialty,United States,NMS
EQOS,EQONEX LIMITED,-,Financial Services,Capital Markets,Singapore,NCM
EQR,Equity Residential,US29476L1070,Real Estate,REIT—Residential,United States,NYQ
EQRX,"EQRx, Inc.",-,Healthcare,Biotechnology,United States,NGM
ERAS,"Erasca, Inc.",US29479A1088,Healthcare,Biotechnology,United States,NMS
ERES,East Resources Acquisition Comp,US2746811056,Financial Services,Shell Companies,United States,NCM
ERESU,East Resources Acquisition Comp,US2746812047,Financial Services,Shell Companies,United States,NCM
ERF,Enerplus Corporation,CA2927661025,Energy,Oil & Gas E&P,Canada,NYQ
ERF.PA,EUROFINS SCIENT.,-,Healthcare,Diagnostics & Research,Luxembourg,PAR
ERIC,Ericsson,-,Technology,Communication Equipment,Sweden,NMS
ERIE,Erie Indemnity Company,US29530P1021,Financial Services,Insurance Brokers,United States,NMS
ERII,"Energy Recovery, Inc.",US29270J1007,Industrials,Pollution & Treatment Controls,United States,NMS
ERYP,Erytech Pharma S.A.,US29604W1080,Healthcare,Biotechnology,France,NMS
ES,Eversource Energy (D/B/A),US30040W1080,Utilities,Utilities—Regulated Electric,United States,NYQ
ESAC,ESGEN Acquisition Corporation,KYG3166N1060,Financial Services,Shell Companies,United States,NGM
ESACU,ESGEN Acquisition Corporation,KYG3R95N1295,Financial Services,Shell Companies,United States,NGM
ESACW,ESGEN ACQUISITION CORP C/WTS (T,-,Financial Services,Shell Companies,United States,NGM
ESBK,Elmira Savings Bank NY (The),US2896601026,Financial Services,Banks—Regional,United States,NCM
ESCA,"Escalade, Incorporated",US2960561049,Consumer Cyclical,Leisure,United States,NGM
ESEA,Euroseas Ltd.,MHY235921357,Industrials,Marine Shipping,Greece,NCM
ESGR,Enstar Group Limited,BMG3075P1014,Financial Services,Insurance—Diversified,Bermuda,NMS
ESGRO,Enstar Group Limited - Deposito,-,Financial Services,Insurance—Diversified,Bermuda,NMS
ESGRP,Enstar Group Limited - Deposita,-,Financial Services,Insurance—Diversified,Bermuda,NMS
ESI,Element Solutions Inc.,INE562Q01017,Basic Materials,Specialty Chemicals,United States,NYQ
ESLT,Elbit Systems Ltd.,IL0010811243,Industrials,Aerospace & Defense,Israel,NMS
ESNT,Essent Group Ltd.,BMG3198U1027,Financial Services,Insurance—Specialty,Bermuda,NYQ
ESP,Espey Mfg. & Electronics Corp.,US2966501049,Industrials,Electrical Equipment & Parts,United States,ASE
ESPR,"Esperion Therapeutics, Inc.",US29664W1053,Healthcare,Drug Manufacturers—Specialty & Generic,United States,NGM
ESQ,"Esquire Financial Holdings, Inc",US29667J1016,Financial Services,Banks—Regional,United States,NCM
ESS,"Essex Property Trust, Inc.",US2971781057,Real Estate,REIT—Residential,United States,NYQ
ESSA,"ESSA Bancorp, Inc.",US29667D1046,Financial Services,Banks—Regional,United States,NMS
ESSC,East Stone Acquisition Corporat,VGG2911D1087,Financial Services,Shell Companies,United States,NCM
ESSCU,East Stone Acquisition Corporat,VGG2911D1244,Financial Services,Shell Companies,United States,NCM
ESTA,Establishment Labs Holdings Inc,VGG312491084,Healthcare,Medical Devices,Costa Rica,NCM
ET,Energy Transfer LP,US29273V1008,Energy,Oil & Gas Midstream,United States,NYQ
ETAC,E.Merge Technology Acquisition,US26873Y1047,Financial Services,Shell Companies,United States,NCM
ETACU,E.Merge Technology Acquisition,US26873Y2037,Financial Services,Shell Companies,United States,NCM
ETN,"Eaton Corporation, PLC",IE00B8KQN827,Industrials,Specialty Industrial Machinery,Ireland,NYQ
ETNB,"89bio, Inc.",US2825591033,Healthcare,Biotechnology,United States,NGM
ETON,"Eton Pharmaceuticals, Inc.",US29772L1089,Healthcare,Biotechnology,United States,NGM
ETR,Entergy Corporation,US29364G1031,Utilities,Utilities—Regulated Electric,United States,NYQ
ETSY,"Etsy, Inc.",US29786A1060,Consumer Cyclical,Internet Retail,United States,NMS
ETTX,Entasis Therapeutics Holdings I,US2936141033,Healthcare,Biotechnology,United States,NGM
EUCR,Eucrates Biomedical Acquisition,VGG3141W1068,Financial Services,Shell Companies,United States,NCM
EUCRU,Eucrates Biomedical Acquisition,VGG3141W1142,Financial Services,Shell Companies,United States,NCM
EURN,Euronav NV,BE0003816338,Energy,Oil & Gas Midstream,Belgium,NYQ
EVAX,Evaxion Biotech A/S,US29970R1059,Healthcare,Biotechnology,Denmark,NCM
EVBG,"Everbridge, Inc.",US29978A1043,Technology,Software—Application,United States,NGM
EVCM,EverCommerce Inc.,US29977X1054,Technology,Software—Infrastructure,United States,NMS
EVER,"EverQuote, Inc.",US30041R1086,Communication Services,Internet Content & Information,United States,NGM
EVFM,"Evofem Biosciences, Inc.",US30048L1044,Healthcare,Biotechnology,United States,NCM
EVGN,Evogene Ltd.,IL0011050551,Healthcare,Biotechnology,Israel,NGM
EVGO,EVgo Inc.,US30052F1003,Consumer Cyclical,Specialty Retail,United States,NMS
EVK,"Ever-Glory International Group,",US2997662042,Consumer Cyclical,Apparel Manufacturing,China,NGM
EVLO,"Evelo Biosciences, Inc.",US2997341035,Healthcare,Biotechnology,United States,NMS
EVLV,"Evolv Technologies Holdings, In",US30049H1023,Industrials,Security & Protection Services,United States,NCM
EVO,Evotec SE,US30050E1055,Healthcare,Drug Manufacturers—Specialty & Generic,Germany,NMS
EVOJ,Evo Acquisition Corp.,US30052G1085,Financial Services,Shell Companies,United States,NCM
EVOJU,Evo Acquisition Corp.,US30052G2075,Financial Services,Shell Companies,United States,NCM
EVOK,"Evoke Pharma, Inc.",US30049G1040,Healthcare,Drug Manufacturers—Specialty & Generic,United States,NCM
EVOL,"Evolving Systems, Inc.",US30049R2094,Technology,Software—Application,United States,NCM
EVOP,"EVO Payments, Inc.",US26927E1047,Technology,Software—Infrastructure,United States,NGM
EVR,Evercore Inc.,US29977A1051,Financial Services,Capital Markets,United States,NYQ
EVRG,"Evergy, Inc.",US30034W1062,Utilities,Utilities—Regulated Electric,United States,NYQ
EW,Edwards Lifesciences Corporatio,US28176E1082,Healthcare,Medical Devices,United States,NYQ
EWBC,"East West Bancorp, Inc.",US27579R1041,Financial Services,Banks—Diversified,United States,NMS
EWCZ,"European Wax Center, Inc.",US29882P1066,Consumer Defensive,Household & Personal Products,United States,NMS
EWTX,"Edgewise Therapeutics, Inc.",US28036F1057,Healthcare,Biotechnology,United States,NMS
EXAI,Exscientia Plc,US30223G1022,Healthcare,Biotechnology,United Kingdom,NMS
EXAS,Exact Sciences Corporation,US30063P1057,Healthcare,Diagnostics & Research,United States,NCM
EXC,Exelon Corporation,US30161N1019,Utilities,Utilities—Diversified,United States,NMS
EXEL,"Exelixis, Inc.",US30161Q1040,Healthcare,Biotechnology,United States,NMS
EXFY,"Expensify, Inc.",US30219Q1067,Technology,Software—Application,United States,NMS
EXLS,"ExlService Holdings, Inc.",US3020811044,Technology,Information Technology Services,United States,NMS
EXN,Excellon Resources Inc.,CA30069C8016,Basic Materials,Other Industrial Metals & Mining,Canada,ASE
EXPD,Expeditors International of Was,US3021301094,Industrials,Integrated Freight & Logistics,United States,NMS
EXPE,"Expedia Group, Inc.",US30212P3038,Consumer Cyclical,Travel Services,United States,NMS
EXPI,"eXp World Holdings, Inc.",-,Real Estate,Real Estate Services,United States,NGM
EXPL,ENDURANCE EXPLORATION GROUP INC,US29272J1088,Industrials,Waste Management,United States,PNK
EXPO,"Exponent, Inc.",US30214U1025,Industrials,Consulting Services,United States,NMS
EXR,Extra Space Storage Inc,US30225T1025,Real Estate,REIT—Industrial,United States,NYQ
EXTR,"Extreme Networks, Inc.",US30226D1063,Technology,Communication Equipment,United States,NMS
EYE,"National Vision Holdings, Inc.",US63845R1077,Consumer Cyclical,Specialty Retail,United States,NMS
EYEN,"Eyenovia, Inc.",US30234E1047,Healthcare,Biotechnology,United States,NCM
EYES,"Second Sight Medical Products, ",US81362J2096,Healthcare,Medical Devices,United States,NCM
EYPT,"EyePoint Pharmaceuticals, Inc.",US30233G2093,Healthcare,Biotechnology,United States,NGM
EZFL,"EzFill Holdings, Inc.",US3023142082,Technology,Software—Application,United States,NCM
EZGO,EZGO Technologies Ltd.,VGG5279F1027,Consumer Cyclical,Recreational Vehicles,China,NCM
EZPW,"EZCORP, Inc.",US3023011063,Financial Services,Credit Services,United States,NMS
F,Ford Motor Company,US3453708600,Consumer Cyclical,Auto Manufacturers,United States,NYQ
FA,First Advantage Corporation,US31846B1089,Industrials,Specialty Business Services,United States,NMS
FAMI,"Farmmi, Inc. Ordinary Shares",KYG332771073,Consumer Defensive,Packaged Foods,China,NCM
FANG,"Diamondback Energy, Inc. - Comm",US25278X1090,Energy,Oil & Gas E&P,United States,NMS
FANH,Fanhua Inc.,-,Financial Services,Insurance Brokers,China,NMS
FARM,Farmer Brothers Company,US3076751086,Consumer Defensive,Packaged Foods,United States,NMS
FARO,"FARO Technologies, Inc.",US3116421021,Technology,Scientific & Technical Instruments,United States,NMS
FAST,Fastenal Company,US3119001044,Industrials,Industrial Distribution,United States,NMS
FAT,FAT Brands Inc.,US30258N1054,Consumer Cyclical,Restaurants,United States,NCM
FATBB,FAT Brands Inc.,US30258N6004,Consumer Cyclical,Restaurants,United States,NCM
FATBP,FAT Brands Inc. - 8.25% Series,US30258N5014,Consumer Cyclical,Restaurants,United States,NCM
FATE,"Fate Therapeutics, Inc.",US31189P1021,Healthcare,Biotechnology,United States,NGM
FATP,Fat Projects Acquisition Corp,KYG3400W1024,Financial Services,Shell Companies,Singapore,NGM
FATPU,Fat Projects Acquisition Corp,-,Financial Services,Shell Companies,Singapore,NGM
FATPW,Fat Projects Acquisition Corp Warrant,-,Financial Services,Shell Companies,Singapore,NGM
FB,"Meta Platforms, Inc.",US30303M1027,Communication Services,Internet Content & Information,United States,NMS
FBHS,"Fortune Brands Home & Security,",US34964C1062,Consumer Cyclical,"Furnishings, Fixtures & Appliances",United States,NYQ
FBIO,"Fortress Biotech, Inc.",-,Healthcare,Biotechnology,United States,NCM
FBIOP,"Fortress Biotech, Inc. - 9.375%",US34960Q2084,Healthcare,Biotechnology,United States,NCM
FBIZ,First Business Financial Servic,US3193901002,Financial Services,Banks—Regional,United States,NMS
FBMS,"The First Bancshares, Inc.",US3189161033,Financial Services,Banks—Regional,United States,NGM
FBNC,First Bancorp,US3189101062,Financial Services,Banks—Regional,United States,NMS
FBRX,"Forte Biosciences, Inc.",-,Healthcare,Biotechnology,United States,NCM
FCAP,"First Capital, Inc.",US31942S1042,Financial Services,Banks—Regional,United States,NCM
FCBC,"First Community Bankshares, Inc",US31983A1034,Financial Services,Banks—Regional,United States,NMS
FCCO,First Community Corporation,US3198351047,Financial Services,Banks—Regional,United States,NCM
FCEL,"FuelCell Energy, Inc.",US35952H6018,Industrials,Electrical Equipment & Parts,United States,NGM
FCFS,"FirstCash Holdings, Inc.",US33767D1054,Financial Services,Credit Services,United States,NMS
FCIT,FIRST CITRUS BANCORPORATION INC,US31959T1025,Financial Services,Banks—Regional,United States,PNK
FCNCA,"First Citizens BancShares, Inc.",US31946M1036,Financial Services,Banks—Regional,United States,NMS
FCNCP,"First Citizens BancShares, Inc.",US3196263053,Financial Services,Banks—Regional,United States,NMS
FCRD,First Eagle Alternative Capital,-,Financial Services,Asset Management,United States,NMS
FCUV,Focus Universal Inc.,US34417J1043,Technology,Scientific & Technical Instruments,United States,NCM
FCX,"Freeport-McMoRan, Inc.",US35671D8570,Basic Materials,Copper,United States,NYQ
FDBC,"Fidelity D & D Bancorp, Inc.",US31609R1005,Financial Services,Banks—Regional,United States,NGM
FDMT,"4D Molecular Therapeutics, Inc.",US35104E1001,Healthcare,Biotechnology,United States,NMS
FDS,FactSet Research Systems Inc.,US3030751057,Financial Services,Financial Data & Stock Exchanges,United States,NYQ
FDUS,Fidus Investment Corporation,US3165001070,Financial Services,Asset Management,United States,NMS
FDX,FedEx Corporation,US31428X1063,Industrials,Integrated Freight & Logistics,United States,NYQ
FE,FirstEnergy Corp.,US3379321074,Utilities,Utilities—Regulated Electric,United States,NYQ
FEIM,"Frequency Electronics, Inc.",US3580101067,Technology,Communication Equipment,United States,NGM
FELE,"Franklin Electric Co., Inc.",US3535141028,Industrials,Specialty Industrial Machinery,United States,NMS
FEMY,Femasys Inc.,US31447E1055,Healthcare,Medical Instruments & Supplies,United States,NCM
FENC,Fennec Pharmaceuticals Inc.,-,Healthcare,Biotechnology,United States,NCM
FERG,Ferguson plc,JE00BJVNSS43,Industrials,Industrial Distribution,United Kingdom,NYQ
FFBC,First Financial Bancorp.,US3202091092,Financial Services,Banks—Regional,United States,NMS
FFBW,"FFBW, Inc.",US30260M1036,Financial Services,Banks—Regional,United States,NCM
FFHL,"Fuwei Films (Holdings) Co., Ltd",KYG3704F1101,Consumer Cyclical,Packaging & Containers,China,NCM
FFIC,Flushing Financial Corporation,US3438731057,Financial Services,Banks—Regional,United States,NMS
FFIE,Faraday Future Intelligent Elec,US3073591097,Consumer Cyclical,Auto Manufacturers,United States,NGM
FFIN,"First Financial Bankshares, Inc",US32020R1095,Financial Services,Banks—Regional,United States,NMS
FFIV,"F5, Inc.",US3156161024,Technology,Software—Infrastructure,United States,NMS
FFNW,"First Financial Northwest, Inc.",US32022K1025,Financial Services,Banks—Regional,United States,NMS
FFWM,First Foundation Inc.,US32026V1044,Financial Services,Banks—Regional,United States,NGM
FGBI,"First Guaranty Bancshares, Inc.",US32043P1066,Financial Services,Banks—Regional,United States,NGM
FGBIP,"First Guaranty Bancshares, Inc.",US32043P2056,Financial Services,Banks—Regional,United States,NGM
FGEN,"FibroGen, Inc",US31572Q8087,Healthcare,Biotechnology,United States,NMS
FGF,"FG Financial Group, Inc.",US30259W1045,Financial Services,Insurance—Diversified,United States,NGM
FGFPP,"FG Financial Group, Inc.  - 8.0",-,Financial Services,Insurance—Diversified,United States,NGM
FHB,"First Hawaiian, Inc.",US32051X1081,Financial Services,Banks—Regional,United States,NMS
FHLT,Future Health ESG Corp.,US36118W1027,Financial Services,Shell Companies,United States,NCM
FHLTU,Future Health ESG Corp.,US36118W2017,Financial Services,Shell Companies,United States,NCM
FHLTW,Future Health ESG Corp. Warrant,-,Financial Services,Shell Companies,United States,NCM
FHTX,Foghorn Therapeutics Inc.,US3441741077,Healthcare,Biotechnology,United States,NGM
FIAC,Focus Impact Acquisition Corp.,-,Financial Services,Shell Companies,United States,NGM
FIACU,Focus Impact Acquisition Corp.,US34417L2088,Financial Services,Shell Companies,United States,NGM
FIACW,Focus Impact Acquisition Corp. Warrant,-,Financial Services,Shell Companies,United States,NGM
FIBK,"First Interstate BancSystem, In",US32055Y2019,Financial Services,Banks—Regional,United States,NMS
FICV,Frontier Investment Corp,KYG368161090,Financial Services,Shell Companies,Cayman Islands,NCM
FICVU,Frontier Investment Corp,KYG368161173,Financial Services,Shell Companies,Cayman Islands,NCM
FINM,Marlin Technology Corporation,KYG584111028,Financial Services,Shell Companies,United States,NCM
FINMU,Marlin Technology Corporation,KYG584111283,Financial Services,Shell Companies,United States,NCM
FINW,FinWise Bancorp,-,Financial Services,Banks—Regional,United States,NGM
FIS,Fidelity National Information S,US31620M1062,Technology,Information Technology Services,United States,NYQ
FISI,"Financial Institutions, Inc.",US3175854047,Financial Services,Banks—Regional,United States,NMS
FISV,"Fiserv, Inc.",US3377381088,Technology,Information Technology Services,United States,NMS
FITB,Fifth Third Bancorp,US3167731005,Financial Services,Banks—Regional,United States,NMS
FITBI,Fifth Third Bancorp - Depositar,US3167736053,Financial Services,Banks—Regional,United States,NMS
FITBO,Fifth Third Bancorp - Depositar,US3167738604,Financial Services,Banks—Regional,United States,NMS
FITBP,Fifth Third Bancorp - Depositar,US3167738869,Financial Services,Banks—Regional,United States,NMS
FIVE,"Five Below, Inc.",US33829M1018,Consumer Cyclical,Specialty Retail,United States,NMS
FIVN,"Five9, Inc.",US3383071012,Technology,Software—Infrastructure,United States,NGM
FIXX,"Homology Medicines, Inc.",US4380831077,Healthcare,Biotechnology,United States,NMS
FIZZ,National Beverage Corp.,US6350171061,Consumer Defensive,Beverages—Non-Alcoholic,United States,NMS
FKWL,Franklin Wireless Corp.,US3551841022,Technology,Communication Equipment,United States,NCM
FLAC,Frazier Lifesciences Acquisitio,KYG3710A1058,Financial Services,Shell Companies,United States,NCM
FLACU,Frazier Lifesciences Acquisitio,KYG3710A1215,Financial Services,Shell Companies,United States,NCM
FLDM,Fluidigm Corporation,US34385P1084,Healthcare,Diagnostics & Research,United States,NMS
FLEX,Flex Ltd.,SG9999000020,Technology,Electronic Components,Singapore,NMS
FLGC,Flora Growth Corp.,CA3397641026,Healthcare,Drug Manufacturers—Specialty & Generic,Canada,NCM
FLGT,"Fulgent Genetics, Inc.",US3596641098,Healthcare,Diagnostics & Research,United States,NGM
FLIC,The First of Long Island Corpor,US3207341062,Financial Services,Banks—Regional,United States,NCM
FLL,"Full House Resorts, Inc.",US3596781092,Consumer Cyclical,Resorts & Casinos,United States,NCM
FLMN,Falcon Minerals Corporation,-,Energy,Oil & Gas E&P,United States,NCM
FLNC,"Fluence Energy, Inc.",US34379V1035,Utilities,Utilities—Renewable,United States,NMS
FLNT,"Fluent, Inc.",US34380C1027,Communication Services,Advertising Agencies,United States,NGM
FLO,"Flowers Foods, Inc.",US3434981011,Consumer Defensive,Packaged Foods,United States,NYQ
FLOW,"SPX FLOW, Inc.",US78469X1072,Industrials,Specialty Industrial Machinery,United States,NYQ
FLT,"FleetCor Technologies, Inc.",US3390411052,Technology,Software—Infrastructure,United States,NYQ
FLUX,"Flux Power Holdings, Inc.",-,Industrials,Electrical Equipment & Parts,United States,NCM
FLWS,"1-800-FLOWERS.COM, Inc.",US68243Q1067,Consumer Cyclical,Specialty Retail,United States,NMS
FLXS,"Flexsteel Industries, Inc.",US3393821034,Consumer Cyclical,"Furnishings, Fixtures & Appliances",United States,NMS
FLYW,Flywire Corporation - Voting,US3024921039,Technology,Information Technology Services,United States,NMS
FMAO,"Farmers & Merchants Bancorp, In",US30779N1054,Financial Services,Banks—Regional,United States,NCM
FMBH,"First Mid Bancshares, Inc.",US3208661062,Financial Services,Banks—Regional,United States,NGM
FMBI,"First Midwest Bancorp, Inc.",US3208671046,Financial Services,Banks—Regional,United States,NMS
FMBIO,"First Midwest Bancorp, Inc. - D",US3208675005,Financial Services,Banks—Regional,United States,NMS
FMBIP,"First Midwest Bancorp, Inc. - D",US3208672036,Financial Services,Banks—Regional,United States,NMS
FMC,FMC Corporation,US3024913036,Basic Materials,Agricultural Inputs,United States,NYQ
FME.DE,FRESENIUS MEDICAL CARE AG & CO,-,Healthcare,Medical Care Facilities,Germany,GER
FMIV,Forum Merger IV Corporation,US3498751045,Financial Services,Shell Companies,United States,NCM
FMIVU,Forum Merger IV Corporation,US3498752035,Financial Services,Shell Companies,United States,NCM
FMNB,Farmers National Banc Corp.,US3096271073,Financial Services,Banks—Regional,United States,NCM
FMTX,"Forma Therapeutics Holdings, In",US34633R1041,Healthcare,Biotechnology,United States,NGM
FNCB,FNCB Bancorp Inc. Common Stock,US3025781093,Financial Services,Banks—Regional,United States,NCM
FNCH,"Finch Therapeutics Group, Inc.",US31773D1019,Healthcare,Biotechnology,United States,NMS
FNGR,"FingerMotion, Inc.",US31788K1088,Communication Services,Telecom Services,United States,NCM
FNHC,FedNat Holding Company,US31431B1098,Financial Services,Insurance—Property & Casualty,United States,NGM
FNKO,"Funko, Inc.",US3610081057,Consumer Cyclical,Leisure,United States,NMS
FNLC,"First Bancorp, Inc (ME)",US31866P1021,Financial Services,Banks—Regional,United States,NMS
FNVT,Finnovate Acquisition Corp.,KYG3R34K1037,Financial Services,Shell Companies,Cayman Islands,NGM
FNVTU,Finnovate Acquisition Corp.,KYG3R34K1292,Financial Services,Shell Companies,Cayman Islands,NGM
FNVTW,Finnovate Acquisition Corp. Warrants,-,Financial Services,Shell Companies,Cayman Islands,NGM
FNWB,First Northwest Bancorp,US3358341077,Financial Services,Banks—Regional,United States,NGM
FNWD,Finward Bancorp,US31812F1093,Financial Services,Banks—Regional,United States,NCM
FOCS,Focus Financial Partners Inc.,US34417P1003,Financial Services,Asset Management,United States,NMS
FOLD,"Amicus Therapeutics, Inc.",US03152W1099,Healthcare,Biotechnology,United States,NGM
FONR,Fonar Corporation,US3444374058,Healthcare,Medical Devices,United States,NCM
FORA,Forian Inc.,US34630N1063,Healthcare,Health Information Services,United States,NCM
FORD,"Forward Industries, Inc.",US3498623004,Consumer Cyclical,Footwear & Accessories,United States,NCM
FORE,Foresight Acquisition Corp.,-,Financial Services,Shell Companies,United States,NCM
FORM,"FormFactor, Inc.",US3463751087,Technology,Semiconductors,United States,NMS
FORR,"Forrester Research, Inc.",US3465631097,Industrials,Consulting Services,United States,NMS
FORTY,Formula Systems (1985) Ltd.,US3464141056,Technology,Information Technology Services,Israel,NMS
FOSL,"Fossil Group, Inc.",US34988V1061,Consumer Cyclical,Luxury Goods,United States,NMS
FOUN,Founder SPAC,KYG3661E1061,Financial Services,Shell Companies,United States,NGM
FOUNU,Founder SPAC,KYG3661E1228,Financial Services,Shell Companies,United States,NGM
FOUNW,Founder SPAC Warrants,-,Financial Services,Shell Companies,United States,NGM
FOUR,"Shift4 Payments, Inc.",US82452J1097,Technology,Software—Infrastructure,United States,NYQ
FOX,Fox Corporation,US35137L2043,Communication Services,Broadcasting,United States,NMS
FOXA,Fox Corporation,US35137L1052,Communication Services,Broadcasting,United States,NMS
FOXF,Fox Factory Holding Corp.,US35138V1026,Consumer Cyclical,Recreational Vehicles,United States,NMS
